id,title,genres,overview,keywords,vote_average,year
11697,The Man Who Shot Liberty Valance,Western,"A senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed.",gunslinger showdown funeral legend to shoot dead outlaw lawyer pistol rancher stagecoach cowboy,7.4,1962
22051,Adam,Drama Romance,"Adam, a lonely man with Asperger's Syndrome, develops a relationship with his upstairs neighbor, Beth.",children's book asperger's syndrome electrical engineer asperger's,6.9,2009
436,Maria Full of Grace,Drama Thriller Crime,A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family.,individual new york adolescence colombia drug traffic cocaine drug crime illegal immigration maquiladora airplane bravery teacher pregnancy self esteem,6.9,2004
55347,Beginners,Drama Romance Comedy,"A young man is rocked by two announcements from his elderly father: that he has terminal cancer, and that he has a young male lover.",gay loss of mother secret coming out loss of father cancer lgbt elderly,6.8,2010
10070,Feast,Action Comedy Horror,Patrons locked inside of a bar are forced to fight monsters.,monster pub duringcreditsstinger,6.1,2005
8469,Animal House,Comedy,"At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",sex nudity college fraternity gross out comedy dean fraternity house probation 1960s college freshman anarchic comedy,7.0,1978
658,Goldfinger,Adventure Action Thriller,"Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",secret organization secret intelligence service nuclear radiation fort knox aston martin secret lab kentucky gas attack airplane british secret service duringcreditsstinger,7.2,1964
125490,Antiviral,Science Fiction Horror,"After becoming infected with the virus that killed superstar Hannah Geist, Syd March must unravel the mystery surrounding her death to save his own life .",injection celebrity satire near future metamorphosis tech noir virus body horror,5.7,2012
1585,It's a Wonderful Life,Drama Family Fantasy,"George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money, hides it from Billy, and George's troubles begin.",holiday angel based on novel bank suicide attempt small town christmas tree great depression christmas eve feel-good ending guardian angel christmas,8.0,1946
627,Trainspotting,Drama Crime,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",london england alcohol sex based on novel drug addiction drug dealer nightclub junkie heroin cold turkey modern society hallucination friendship surrealism dark comedy stealing monologue cult film recovering drug addict illegal drugs drug deal drug rehabilitation drug culture antihero,7.8,1996
23618,The Original Kings of Comedy,Comedy,"The Original Kings of Comedy achieves the seemingly impossible task of capturing the rollicking and sly comedy routines of stand-up and sitcom vets Steve Harvey, D.L. Hughley, Cedric the Entertainer, and Bernie Mac and the magic of experiencing a live concert show. Director Spike Lee and his crew plant a multitude of cameras in a packed stadium and onstage (as well as backstage, as they follow the comedians) to catch the vivid immediacy of the show, which is as much about the audience as it is about the jokes.",,6.3,2000
41436,Paranormal Activity 2,Horror Thriller,"Just as Dan and Kristi welcome a newborn baby into their home, a demonic presence begins terrorizing them, tearing apart their perfect world and turning it into an inescapable nightmare. Security cameras capture the torment, making every minute horrifyingly real.",ouija board haunting demonic possession found footage duringcreditsstinger,5.7,2010
10162,Waking Ned,Comedy Romance,"When a lottery winner dies of shock, his fellow townsfolk attempt to claim the money.",false identity beguilement lottery village jackpot independent film ireland,7.4,1998
1430,Bowling for Columbine,Documentary,"Why do 11,000 people die in America each year at the hands of gun violence? Talking heads yelling from every TV camera blame everything from Satan to video games. But are we that much different from many other countries? What sets us apart? How have we become both the master and victim of such enormous amounts of violence? This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old, Bowling for Columbine is a journey through America, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",usa canada gun homicide to shoot dead checks and balances columbine oklahoma city bombing gun violence person running amok,7.3,2002
259943,Coming Home,Drama,Lu and Feng are a devoted couple forced to separate when Lu is arrested and sent to a labor camp as a political prisoner during the Cultural Revolution. He finally returns home only to find that his beloved wife no longer remembers him.,arranged marriage labor camp,6.9,2014
